date,Adj Close,Volume,EMA_5,EMA_10,MACD,RSI,Bollinger_High,Bollinger_Low,OBV,ADX,MFI,MOM,SAR,Interest Rate,Yield Spread,GDP,Unemployment Rate,Inflation Rate,news_sentiment
2/12/14,15963.94043,77310000,15853.133310477126,15816.98911661699,-111.2054806,50.668828637023694,16620.97767831513,15250.604255278622,3834110000,31.334588875141076,42.30483964336257,1.4305444704846662,15377.00354,0.07,2.45,17197.738,6.7,235.547,0.12142857142857144
2/13/14,16027.58984,99470000,15911.285488234751,15855.28016,-87.10004243,52.793824104430804,16552.953371075313,15273.193601580937,3933580000,29.540437969690867,50.22078696406868,1.1293071645859132,15416.5769,0.07,2.41,17197.738,6.7,235.547,0.033664773
2/14/14,16154.38965,84060000,15992.320208302335,15909.663701645462,-57.10633813,56.78734859674631,16507.900469926313,15291.984491011186,4017640000,27.82820505122226,57.566137982910526,2.9017415313696726,15466.40036,0.07,2.43,17197.738,6.7,235.547,-0.023333333
2/18/14,16130.40039,91250000,16038.346935743226,15949.797645096287,-34.86988567,55.82513775494288,16446.337606008765,15320.731339303737,3926390000,26.23827448407284,57.66738410694268,4.9281887200956795,15537.31530531475,0.07,2.4,17197.738,6.7,235.547,-0.033333333
2/19/14,16040.55957,80560000,16039.084480599651,15966.299813317415,-24.21757512,52.25420648451258,16378.561085309993,15351.119871721257,3845830000,24.467731615169576,58.772845738244285,3.854387027354579,15601.138755252026,0.07,2.4,17197.738,6.7,235.547,0
2/20/14,16133.23047,77720000,16070.46647664977,15996.650841577884,-8.203213701,55.421794,16328.255511225538,15377.414508305714,3923550000,22.98740681164062,58.392858254274934,4.488274973631941,15676.088471809284,0.07,2.42,17197.738,6.7,235.547,0.13636363636363635
2/21/14,16103.2998,126580000,16081.410919329015,16016.041562143268,2.0495032532890036,54.171753560221795,16311.538022715044,15384.727016347455,3796970000,21.395184964715604,67.84518124398917,3.0378386383326514,15742.044222379669,0.07,2.4,17197.738,6.7,235.547,0.017857142857142856
2/24/14,16207.13965,244580000,16123.320495698512,16050.786668742217,18.342422838233688,57.73356904615782,16353.669882352826,15375.398086397176,4041550000,20.54708818774958,79.80114543767633,2.6152809677379865,15800.08528288161,0.07,2.4,17197.738,6.7,235.547,0.047272727
2/25/14,16179.66016,99470000,16142.100382549008,16074.218211925448,28.70640407258543,56.48249952020335,16389.36762061964,15373.878375474107,3942080000,19.759569751995418,80.82802056360677,2.391312099789921,15870.078948746934,0.07,2.36,17197.738,6.7,235.547,0.073939394
2/26/14,16198.41016,93980000,16160.870307116005,16096.798565439003,37.99492037787422,57.16457645,16421.14463368819,15369.086420999314,4036060000,19.028302633080838,87.63906621605427,1.2731701110299485,15930.273501391113,0.07,2.34,17197.738,6.7,235.547,0.03
